 ,OBJECTID,Verified_B,Latitude,Longitude,CLASS_OB_1,ACRES_1,SITENAME_1,COUNTY,DESIG,REGION,TRAIL,NATURALAREA,HUNTING,FISHING,PICNIC,WATERREC,Playgrounds,Sports Facilities,ADA Compliant,Waste Receptacles,Restroom Facilities,No Fee/Reservation Required,TOT SCORE,COMMENTS
yes,1747,Jan-Michael Archer,39.0348213070,-77.1208913686,Trail 518,13.70569992,Timberlawn Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,,,1,4, 
yes,1748,Jan-Michael Archer,39.0891093935,-77.2034634261,Natural Area 576,13.76509953,Traville Local Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,,,,,,,1,couldn't exactly locate 
yes,1752,Jan-Michael Archer,39.1605277779,-77.1698261701,Trail 455,14.65569973,Flower Hill Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,,,1,4, 
yes,1753,Jan-Michael Archer,39.1517215415,-77.2732591418,Trail 505,14.98849964,South Gunner's Branch Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,,,,3, 
yes,1757,Jan-Michael Archer,39.1696664206,-77.2515713056,Picnic 474,16.54739952,Waring Station Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,,,,4, 
yes,1760,Jan-Michael Archer,39.1098309853,-77.0914734334,Picnic 542,16.78249931,Flower Valley Neighborhood Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,,,,4, 
yes,1762,Jan-Michael Archer,39.0267833675,-77.0594046387,Picnic 459,16.87759972,Capitol View-Homewood Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,1,,6, 
yes,1766,Jan-Michael Archer,39.0431048693,-77.0873738348,Trail 482,17.51670074,Veirs Mill Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,,1,,4, 
yes,1767,Jan-Michael Archer,39.1116172658,-76.9768071085,Trail 451,18.29999924,Spencerville Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,,1,,4, 
yes,1768,Jan-Michael Archer,39.0754558696,-76.9657855208,Picnic 482,18.39660072,West Fairland Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,,,,4, 
yes,1773,Jan-Michael Archer,39.0714726403,-76.9650615381,Natural Area 641,19.6534996,Stonecrest NCA,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,,,,,,,1,couldn't exactly locate 
yes,1775,Jan-Michael Archer,39.0638090214,-77.1782726209,Picnic 436,19.71820068,Falls Road Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,1,,,1,6, 
yes,1783,Jan-Michael Archer,39.2125538001,-77.1271320188,Picnic 455,21.55089951,Sundown Road Local Park,Montgomery,COUNTY,CENTRAL,0,0,0,0,1,0,1,1,,,,,3, 
yes,1785,Jan-Michael Archer,39.0717419373,-76.9433001200,Natural Area 707,22.30010033,Tanglewood Neighborhood Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,0,,,0,1,4, 
yes,1789,Jan-Michael Archer,39.0674842654,-76.9788257571,Picnic 547,24.66909981,Valley Mill Special Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,,1,,5, 
yes,1794,Jan-Michael Archer,39.0680165437,-76.9919897686,Trail 508,26.8057003,Cannon Road Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,1,1,,,,,3,couldn't exactly locate 
yes,1807,Jan-Michael Archer,39.1844006537,-77.1162325629,Trail 667,31.80540085,Upper Rock Creek Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,,,,,,,1,couldn't exactly locate 
yes,1812,Jan-Michael Archer,38.9546672455,-77.1110964247,Trail 605,39.30759811,Capital Crescent Trail Special Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,0,0,0,0,,,0,1,2,drinking water availible 
yes,1822,Jan-Michael Archer,39.1763588344,-77.3039869941,Natural Area 698,60.24980164,Camp Seneca Special Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,1,0,1,1,,,,,4,park can be reserved for events 
yes,1823,Jan-Michael Archer,39.0642049001,-76.9492764944,Picnic 457,60.99549866,Calverton-Galway Local Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,1,,,5,picnic area availible for reservation
yes,1825,Jan-Michael Archer,39.0672641824,-77.1902636642,Natural Area 610,61.97639847,Watts Branch SVU 4,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,,,,,,,1,couldn't exactly locate 
yes,1827,Jan-Michael Archer,39.0401602038,-77.1410136245,Natural Area 639,67.38770294,Tilden Woods SVP,Montgomery,COUNTY,CENTRAL,1,1,0,0,0,0,1,1,,,1,0,5, 
yes,1837,Jan-Michael Archer,39.0528376502,-77.2079051666,Natural Area 636,110.9209976,Watts Branch SVU 3,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,,,,,,,1,couldn't exactly locate 
yes,1839,Jan-Michael Archer,39.0438676466,-77.2258563609,Natural Area 614,133.427002,Watts Branch SVU 2,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,,,,,,,1,couldn't exactly locate 
yes,1840,Jan-Michael Archer,39.0430938400,-77.2424655852,Natural Area 643,140.4299927,Watts Branch SVU 1,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,,,,,,,1,couldn't exactly locate 
yes,1853,Jan-Michael Archer,39.2179245831,-77.3104543380,Natural Area 586,284.427002,Ten Mile Creek Conservation Park,Montgomery,COUNTY,CENTRAL,0,1,0,0,0,0,0,0,,,,1,2, 
yes,1859,Jan-Michael Archer,39.1493436989,-77.3037930087,Picnic 427,646.2009888,South Germantown Recreational Park,Montgomery,COUNTY,CENTRAL,1,0,0,0,1,0,1,1,,,1,,5,there are picnic areas availible for reservation 
yes,26,Menna Kassa,38.9134672565,-76.7648992109,Natural Area 1060,0,BELT WOODS HCF,Prince Georges,HCF,SOUTHERN,1,1,0,0,0,0,0,0,,0,0,1,3, 
yes,291,Menna Kassa,38.6086180533,-76.6791021170,Natural Area 1154,313,BOWEN WMA,Prince Georges,WMA,SOUTHERN,0,1,1,0,0,1,0,0,,,,,3,Added a 1 in Hunting
yes,297,Menna Kassa,38.7959538470,-76.7168425825,Natural Area 1026,430,BILLINGSLEY NRMA,Prince Georges,NRMA,SOUTHERN,0,1,1,0,0,0,0,0,1,,,0,3,*Permit and daily reservation required for hunting. Added a 1 in Hunting
yes,301,Menna Kassa,38.9051544874,-76.7623469934,Natural Area 1050,625,BELT WOODS NEA,Prince Georges,NEA,SOUTHERN,0,1,1,0,0,0,0,0,0,0,0,0,2,*Permit and reservation required for hunting. Added a 1 in Hunting
yes,486,Coline Bodenreider,38.7379301815,-76.8203920333,Natural Area 1168,10,CHELTENHAM WMA,Prince Georges,WMA,SOUTHERN,1,1,1,0,0,0,0,1,,,,0,4, Archery range. *Permit and reservation required for hunting. Added an 1 in Hunting. Added a 1 in trail.
yes,573,Coline Bodenreider,38.7543535105,-76.7225972225,Natural Area 1036,101,CROOM NRMA,Prince Georges,NRMA,SOUTHERN,1,1,0,0,0,1,0,0,,1,1,1,6,Includes Patuxent River Park-Jug Bay Natural Area and Merkle Wildlife Sanctuary; each have visitor centers; canoe rentals available
yes,758,Jameela Rogers,38.9476135537,-76.6970257101,Natural Area 1042,7,CHANEY NRMA,Prince Georges,NRMA,SOUTHERN,1,1,0,1,0,0,0,0,,1,,1,5,"Coordinates point to ""Governor Bridge Natural Area""; non-tidal fishing permit required for fishing"
yes,879,Jameela Rogers,38.9055190774,-76.6792092732,Natural Area 1037,176,HONEY BRANCH NRMA,Prince Georges,NRMA,SOUTHERN,0,1,0,0,0,0,0,0,0,,,1,2,no match on google maps; found in 2017 dnr acreage report but no information on amenities
yes,881,Jameela Rogers,38.6577824217,-76.6919516907,Natural Area 1034,189,FULL MILL BRANCH NRMA,Prince Georges,NRMA,SOUTHERN,0,1,0,0,0,0,0,0,,,,1,2,no match on google maps; found in 2017 dnr acreage report but no information on amenities; overlaps with Patuxent River Park
yes,1085,Jewel Aleshire,38.7339992602,-76.7039620277,Fishing 359,1680,MERKLE WILDLIFE SANCTUARY NRMA,Prince Georges,NRMA,SOUTHERN,1,1,0,1,1,0,,0,,0,,0,4,
yes,1103,Jewel Aleshire,38.6304570445,-76.6971568020,Natural Area 1031,319,MILLTOWN LANDING NRMA,Prince Georges,NRMA,SOUTHERN,0,1,0,0,0,0,0,0,,,0,,1, 
yes,1448,Samuel Bara-Garcia,38.7738943525,-76.8129375760,Hunting 103,1039,ROSARYVILLE SP,Prince Georges,SP,SOUTHERN,1,1,1,0,1,0,,0,,,,1,5,"open trails, but can reserve for weddings, parties etc"
yes,1553,Jan-Michael Archer,38.6971892242,-76.7231940674,Hunting 112,0,SPICE CREEK NRMA,Prince Georges,NRMA,SOUTHERN,0,1,1,0,0,0,0,,,,,1,3,
yes,1601,Jan-Michael Archer,39.0258476249,-76.7498094536,Natural Area 1039,0,UHLER NRMA,Prince Georges,NRMA,SOUTHERN,0,1,0,0,0,0,,0,,,,1,2, 
yes,110,Menna Kassa,38.9931287993,-76.9725392493,Natural Area 731,3.307549953,Adelphi Mill Historic Site,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,0,1,,1,1,0,6, 
yes,137,Menna Kassa,38.7948393975,-76.7183149250,Water Recreation 317,5.465858459,Billingsley Historic Site,Prince Georges,COUNTY,SOUTHERN,1,1,1,0,0,1,0,0,,1,1,0,6, 
yes,155,Menna Kassa,38.8957474339,-76.8983111081,Natural Area 754,8.565620422,Cabin Branch Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,,,,,,,2,Couldn't find information on ammenities 
yes,207,Menna Kassa,38.8386522044,-76.8101950644,Natural Area 730,22.09530067,Cabin Branch West Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,,,,,,,1,Couldn't find information on ammenities 
yes,217,Menna Kassa,38.9354228386,-76.9388098909,Water Recreation 323,27.06549835,Bladensburg Waterfront Park,Prince Georges,COUNTY,SOUTHERN,1,0,0,0,1,1,1,,,,,1,5,"canoe, kayak, bike, & trike rentals "
yes,230,Menna Kassa,38.8249232023,-76.8064287105,Natural Area 728,39.28879929,Back Branch Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,,,,,,,2, 
yes,242,Menna Kassa,38.9638228316,-76.9801479951,Natural Area 740,52.05810165,Sligo Creek Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,1,,,1,,1,6, 
yes,257,Menna Kassa,38.8300775741,-76.9785984899,Natural Area 738,81.34729767,Barnaby Run Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,,,,,,,1,park is temporarily closed
yes,263,Menna Kassa,38.8812233515,-76.7558143243,Natural Area 747,96.79910278,Black Branch Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,,,,,,,1, 
yes,269,Menna Kassa,38.9400886623,-76.8368209418,Natural Area 714,113.5360031,Bald Hill Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,,,,,,,2, 
yes,277,Menna Kassa,38.6465936500,-76.7448187231,Natural Area 725,149.7420044,Black Swamp Creek SVP,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,,,,1,
yes,300,Menna Kassa,38.9416430963,-76.9452435885,Natural Area 743,530.0310059,Anacostia River Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,1,,1,,,1,6,
yes,302,Menna Kassa,38.6115824681,-76.6947925453,Hunting 72,689.4780273,Aquasco Farm,Prince Georges,COUNTY,SOUTHERN,0,0,1,0,0,0,0,,1,,,0,2,
yes,430,Coline Bodenreider,39.0700487941,-76.8694726994,Natural Area 758,3.633,Dinosaur Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,1,0,1,1,,0,6, 
yes,474,Coline Bodenreider,38.7332249699,-76.9180355505,Natural Area 760,7.869,Clearwater Nature Center,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,0,0,,1,,0,4, 
yes,544,Coline Bodenreider,38.9064395370,-76.7909402465,Picnic 572,29.94,Northeast Branch Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,1,0,0,0,1,0,,,,,,,2,park is temporarily closed 
yes,571,Coline Bodenreider,38.9585160914,-76.7218354727,Natural Area 748,98.86,Kenilworth Park at Belair,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,,,,,,,2,park is temporarily closed 
yes,578,Coline Bodenreider,39.0806723734,-76.9224290631,Natural Area 744,128.3,Fairland Regional Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,1,1,1,,,1,7, 
yes,600,Coline Bodenreider,38.7871156489,-76.7625119584,Natural Area 737,337.5,Charles Branch Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,,,,,,,1,park is temporarily closed 
yes,610,Coline Bodenreider,38.7371296849,-76.9120129307,Picnic 577,742.9,Cosca Regional Park,Prince Georges,COUNTY,SOUTHERN,1,0,0,0,1,0,1,1,1,1,1,1,8,paddle boat/camping site rental availible
yes,611,Coline Bodenreider,38.9114624757,-76.7369168384,Natural Area 732,779.6,Collington Branch Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,0,0,,,,,2, 
yes,618,Coline Bodenreider,38.7596868182,-76.7127303473,Fishing 202,1456,Jug Bay Natural Area,Prince Georges,COUNTY,SOUTHERN,1,0,0,1,1,1,0,0,,,1,0,5, 
yes,654,Jameela Rogers,38.9832815480,-76.8972222987,Natural Area 1188,0,Greenbelt Park,Prince Georges,NPS,SOUTHERN,0,1,0,0,0,0,0,0,,1,1,1,4, 
yes,759,Jameela Rogers,38.9467605368,-76.6956364266,Fishing 195,7.010799885,Gardner Canoe Launch,Prince Georges,COUNTY,SOUTHERN,1,1,0,1,1,1,0,0,,,,0,5, 
yes,832,Jameela Rogers,39.0354241914,-76.7544250016,Natural Area 753,28.03289986,Fran Uhler Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,0,0,,,,1,3, 
yes,850,Jameela Rogers,38.8868089534,-76.6863802649,Natural Area 762,60.57519913,Four-H Center,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,1,,,,1,1,0,4, 
yes,852,Jameela Rogers,38.9883812737,-76.9188153886,Natural Area 751,64.45429993,Indian Creek Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,,1,,,,1,4, 
yes,864,Jameela Rogers,38.9438061805,-76.6965234510,Water Recreation 321,85.73429108,Governor Bridge Park,Prince Georges,COUNTY,SOUTHERN,1,0,0,1,1,1,0,0,,,,0,4, 
yes,911,Jameela Rogers,38.7901165017,-76.9688226513,Natural Area 724,954.9489746,Henson Creek Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,,,,,,1,4, 
yes,927,Jewel Aleshire,38.9864647155,-76.9221808465,Water Recreation 318,86.95918274,Lake Artemesia Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,1,0,1,0,0,1,,,1,6, 
yes,972,Jewel Aleshire,39.0751633089,-76.9279938340,Natural Area 734,229.602005,Little Paint Branch Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,1,,,,,1,4, 
yes,998,Jewel Aleshire,38.9601745440,-76.8045484075,Natural Area 761,25.90130043,Lottsford Branch Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,1,1,,,,1,4,park is temporarily closed 
yes,1016,Jewel Aleshire,38.6380907109,-76.6978132898,Water Recreation 320,65.97545624,Magruder's Ferry,Prince Georges,COUNTY,SOUTHERN,0,0,0,1,0,1,0,0,1,1,1,0,5, 
yes,1052,Jewel Aleshire,38.6259195534,-77.0427355257,Natural Area 727,475.3880005,Mattawoman Watershed Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,0,0,,,,,2,park is temporarily closed 
yes,1118,Jewel Aleshire,38.7847349126,-76.7176938564,Fishing 196,114.2289963,Mount Calvert Historic Site,Prince Georges,COUNTY,SOUTHERN,0,1,0,1,0,1,0,0,,1,1,,5, 
yes,1258,Samuel Bara-Garcia,38.8050867850,-77.0136583195,Natural Area 1197,289,Oxon Cove Park and Oxon Hill Farm,Prince Georges,NPS,SOUTHERN,1,1,0,0,1,0,0,0,,,,1,4,"*Reservation required for groups of 5+ people, no fee. Group Reservations required for programs, Self Guided Walking tours"
yes,1259,Samuel Bara-Garcia,38.8450922780,-76.9679230990,Natural Area 746,56.40200043,Oxon Run Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,1,0,1,1,,,,1,5, 
yes,1261,Samuel Bara-Garcia,38.9814839975,-76.9188246736,Natural Area 755,249.0639954,Paint Branch Stream Valley Park I & II,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,0,0,,0,,1,4, 
yes,1262,Samuel Bara-Garcia,39.0315864697,-76.9503610295,Natural Area 722,51.87129974,Paint Branch Stream Valley Park III,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,0,0,,,,1,3, 
yes,1282,Samuel Bara-Garcia,39.0752989268,-76.8382391857,Natural Area 736,226.5740051,Patuxent River Park I,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,,,1,2, 
yes,1283,Samuel Bara-Garcia,38.9676337152,-76.7024742141,Natural Area 739,1084.439941,Patuxent River Park II,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,0,0,,,,1,4, 
yes,1284,Samuel Bara-Garcia,38.6889301558,-76.7207627472,Fishing 198,3843.25,Patuxent River Park III,Prince Georges,COUNTY,SOUTHERN,1,1,1,1,1,1,0,0,,,,1,7, 
yes,1289,Samuel Bara-Garcia,38.7645467576,-76.9232280689,Natural Area 752,25.44569969,Pea Hill Branch Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,,,,,,,1,Could not find much information
yes,1300,Samuel Bara-Garcia,39.0570330307,-76.8312755054,Natural Area 715,46.17919922,Pheasant Run Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,1,0,,,,1,5, 
yes,1320,Samuel Bara-Garcia,38.7081285975,-76.9431175147,Natural Area 721,1055.400024,Piscataway Creek Stream Valley Park I,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,,,1,2, 
yes,1321,Samuel Bara-Garcia,38.7288388381,-76.8566588962,Natural Area 749,553.6550293,Piscataway Creek Stream Valley Park II,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,,,1,2, 
yes,1349,Samuel Bara-Garcia,38.7357137914,-77.0262712289,Natural Area 756,23.01449966,Potomac River Park,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,,,1,2,"Lat long coordinates are wrong, should be 38.792682, -77.024419"
yes,1378,Samuel Bara-Garcia,38.8961529345,-76.6765715481,Natural Area 719,1.956369996,Queen Anne Bridge Fishing Area,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,,,1,2,"Lat long coordinates are wrong, should be 38.895201, -76.676287"
yes,1381,Samuel Bara-Garcia,38.9119245495,-76.7348213852,Natural Area 716,2.586659908,Quiet Meadows Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,0,0,0,0,0,1,3,"Open field, not mowed"
yes,1419,Samuel Bara-Garcia,38.7417152263,-77.0219552448,Natural Area 757,15.15509987,Riverview Road Waterfront Park,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,1,0,1,,,0,1,4, 
yes,1497,Samuel Bara-Garcia,38.9972424171,-76.7290082358,Natural Area 741,45.80860138,Yorktown Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,,,,,,,2, 
yes,1530,Samuel Bara-Garcia,38.8201861590,-76.7525703771,Fishing 201,28.40509987,School House Pond Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,1,0,0,0,0,,1,,1,5, 
yes,1665,Jan-Michael Archer,38.8869312399,-76.7972442641,Natural Area 733,1.352880001,Watkins Nature Center,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,0,0,,1,1,1,6, 
yes,1828,Jan-Michael Archer,38.8395865884,-76.9029768576,Natural Area 713,68.3184967,Suitland Bog Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,0,0,,,,1,3, 
yes,1842,Jan-Michael Archer,38.9087175574,-76.8100143065,Natural Area 750,179.3419952,Western Branch Stream Valley Park I,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,0,,1,2, 
yes,1846,Jan-Michael Archer,38.8427923700,-76.7728098048,Natural Area 759,208.9349976,Western Branch Stream Valley Park II,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,0,,1,2, 
yes,1852,Jan-Michael Archer,38.8879167225,-76.8433912417,Natural Area 711,256.2520142,Southwest Branch Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,,0,1,2, 
yes,1854,Jan-Michael Archer,38.9737778345,-76.8264603467,Natural Area 726,293.5350037,Folly Branch Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,0,0,0,0,,,0,1,3, 
yes,1856,Jan-Michael Archer,38.8753469611,-76.8681618819,Natural Area 712,453.8389893,Walker Mill Regional Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,1,1,,1,1,1,8, 
yes,1860,Jan-Michael Archer,38.7762933533,-76.9288168744,Natural Area 745,755.4110107,Tinkers Creek Stream Valley Park,Prince Georges,COUNTY,SOUTHERN,0,1,0,0,0,0,0,0,,,,1,2, 
yes,1861,Jan-Michael Archer,38.8832952827,-76.7994075099,Natural Area 735,794.4000244,Watkins Regional Park,Prince Georges,COUNTY,SOUTHERN,1,1,0,0,1,0,1,0,,1,1,1,7,*Fee required for campground
,271,Menna Kassa,39.1729550817,-75.7819829334,Natural Area 1076,124,ANDOVER FLATWOODS HCF,Queen Annes,HCF,EASTERN,1,1,0,0,0,0,0,0,0,0,0,0,2, 
,999,Jewel Aleshire,39.0321378588,-76.3064842720,Natural Area 1005,76,LOVE POINT STATE PARK,Queen Annes,SP,EASTERN,0,1,0,0,0,0,0,0,0,0,0,0,1, 
,1048,Jewel Aleshire,38.9541985938,-76.3537421153,Natural Area 1052,21,MATAPEAKE,Queen Annes,MCF,SOUTHERN,0,1,0,0,0,0,0,0,0,1,0,0,2, 
,1248,Jewel Aleshire,38.9419943712,-76.0864927718,Fishing 375,66,WYE MILLS FMA,Queen Annes,FMA,EASTERN,0,1,0,1,1,1,0,0,0,1,0,0,5, 
,1595,Jan-Michael Archer,38.9599701546,-75.9427741605,Fishing 323,0,TUCKAHOE SP,Queen Annes,SP,EASTERN,1,1,1,1,1,1,1,0,,1,1,0,9,*Fee required for campground
,1602,Jan-Michael Archer,39.2453235813,-75.8574655283,Fishing 370,0,UNICORN LAKE FMA,Queen Annes,FMA,EASTERN,0,1,0,1,1,1,0,0,0,0,0,0,4, 
,400,Coline Bodenreider,38.9717266486,-76.2493855422,Picnic 97,1,Kent Narrows,Queen Annes,COUNTY,EASTERN,1,0,0,0,1,0,0,0,,1,1,0,4, 
,456,Coline Bodenreider,38.9789075915,-76.3172082836,Natural Area 135,5.27,Eisinger Property,Queen Annes,COUNTY,EASTERN,1,1,0,0,0,0,0,0,,0,0,0,2, 
,549,Coline Bodenreider,39.2205520630,-76.0174885469,Natural Area 855,35,Chino Landing,Queen Annes,COUNTY,EASTERN,0,1,0,0,0,0,0,0,0,0,0,0,1, 
,590,Coline Bodenreider,39.0330352897,-76.3044344935,Natural Area 133,190.3,DNR Nature Preserve - Love Point,Queen Annes,COUNTY,EASTERN,0,1,0,0,0,0,0,0,0,0,0,0,1, 
,597,Coline Bodenreider,38.9455655384,-76.1794607018,Natural Area 134,271.5,Kudner Property,Queen Annes,COUNTY,EASTERN,0,1,0,0,0,0,0,0,0,0,0,0,1, 
,722,Jameela Rogers,39.0479246611,-76.0622937738,Trail 99,2.400000095,Gravel Run Park,Queen Annes,COUNTY,EASTERN,1,0,0,0,0,0,0,0,,0,0,0,1, 
,1049,Jewel Aleshire,38.9570527364,-76.3531452539,Natural Area 854,58.56000137,Matapeake Park,Queen Annes,COUNTY,EASTERN,1,1,0,0,1,1,0,0,,1,1,0,6, 
,1050,Jewel Aleshire,38.9564523424,-76.3532794936,Natural Area 132,5,Matapeake Park / Clubhouse,Queen Annes,COUNTY,EASTERN,1,1,0,0,1,0,0,0,,1,1,,5, 
,1246,Jewel Aleshire,38.8936815496,-76.1422563762,Fishing 19,2532,Wye Island NRMA,Queen Annes,COUNTY,EASTERN,1,1,1,1,1,1,0,0,,0,0,0,6, 
,1380,Samuel Bara-Garcia,38.9919894446,-76.1536575883,Picnic 99,1.980000019,Queenstown Park,Queen Annes,COUNTY,EASTERN,0,0,0,0,1,0,1,1,0,1,0,0,4, 
,1662,Jan-Michael Archer,38.9670292898,-76.3114192605,Picnic 95,1,Thompson Creek,Queen Annes,COUNTY,EASTERN,0,0,0,0,1,0,0,0,,1,1,0,3, 
,1669,Jan-Michael Archer,38.9673117083,-76.2203392484,Picnic 96,1.5,Jackson Creek,Queen Annes,COUNTY,EASTERN,0,0,0,0,1,0,0,0,,1,1,0,3, 
,1678,Jan-Michael Archer,38.9658111452,-76.2428898340,Fishing 16,2,Well's Cove,Queen Annes,COUNTY,EASTERN,1,0,0,1,1,0,0,0,0,0,0,0,3, 
,1826,Jan-Michael Archer,38.9429663214,-76.0804373647,Fishing 18,66.75,Wye Mills Lake,Queen Annes,COUNTY,EASTERN,0,1,0,1,1,0,0,0,,0,1,0,4, 
,1843,Jan-Michael Archer,39.2469767695,-75.8585721689,Picnic 100,189.2200012,Unicorn Lake,Queen Annes,COUNTY,EASTERN,1,0,0,0,1,0,0,0,,0,0,0,2, 
,1865,Jan-Michael Archer,38.9682227106,-75.9422585801,Fishing 17,1841.640015,Tuckahoe State Park,Queen Annes,COUNTY,EASTERN,1,1,1,1,1,0,1,0,0,1,1,0,8, 
yes,729,Jameela Rogers,38.1187336335,-75.6742735845,Natural Area 1123,3,GREEN HILL FT,Somerset,FT,EASTERN,0,1,0,0,0,0,,,,,,,1,Structure is in good shape. The wooden steps and cab are in bad condition. The first 20 feet of steps have been removed for safety reasons.
yes,917,Jameela Rogers,37.9326566187,-75.8776142383,Natural Area 1138,3081,CEDAR ISLAND WMA,Somerset,WMA,EASTERN,0,1,0,0,0,0,0,0,,,,,1, 
yes,1044,Jewel Aleshire,37.9763957708,-75.6855249613,Natural Area 1143,1030,MARYLAND MARINE PROPERTIES WMA,Somerset,WMA,EASTERN,0,1,1,0,0,1,0,0,,,,,3, 
yes,1336,Samuel Bara-Garcia,38.0950059364,-75.4969172506,Natural Area 1146,922,POCOMOKE SOUND WMA,Somerset,WMA,EASTERN,0,1,0,0,0,0,0,0,,,,,1, 
yes,1545,Jan-Michael Archer,37.9768237534,-75.8576589497,Natural Area 1051,0,SOMERS COVE MARINA,Somerset,MCF,EASTERN,0,1,0,0,0,1,0,1,,1,1,,5, 
yes,1549,Jan-Michael Archer,38.0995196556,-76.0267504482,Natural Area 1170,0,SOUTH MARSH ISLAND WMA,Somerset,WMA,EASTERN,0,1,0,0,0,0,0,0,,,,,1, 
